instrumento,mercado,periodo,tipo_calificacion,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,monto,es_oficial
ADR DEF-4627,MILA,2023-Q4,Mixto,0.0212,0.0598,0.0203,0.0277,0.0425,0.0073,0.0024,0.0192,0.0073,0.0126,0.1463,0.5834,167276,false
REIT DEF-4628,BVC,2024-01,Renta Fija,0.0365,0.0817,0.0620,0.0139,0.0783,0.0441,0.0601,0.0611,0.0345,0.0401,0.1162,0.3215,168162,false
Fondo Indexado DEF-4629,COLCAP,2024-02,Renta Variable,0.0496,0.0010,0.0842,0.0204,0.0214,0.0838,0.0823,0.1135,0.0668,0.0707,0.1014,0.2549,167948,true
Acción GHI-4630,BVLIMA,2024-03,Derivados,0.0656,0.0027,0.0476,0.0726,0.0425,0.0083,0.0638,0.0779,0.0869,0.1085,0.1397,0.2339,40446,false
Bono Corporativo GHI-4631,MILA,2024-04,Estructurado,0.0029,0.0482,0.0577,0.0345,0.0026,0.0485,0.1256,0.0362,0.0466,0.0369,0.0594,0.4509,123038,false
ETF GHI-4632,BVC,2024-05,Dividendos,0.0650,0.0733,0.0736,0.0701,0.0773,0.0127,0.0710,0.0445,0.0308,0.0081,0.0411,0.3825,142912,true
Fondo Mutuo GHI-4633,COLCAP,2024-06,Intereses,0.0465,0.0077,0.0710,0.0189,0.1007,0.0908,0.0265,0.0664,0.0471,0.1196,0.1251,0.2297,52387,false
Bono Gobierno GHI-4634,BVLIMA,2024-07,Capital,0.0045,0.0028,0.0627,0.0900,0.0010,0.1079,0.0900,0.0690,0.0810,0.0234,0.0930,0.3247,16543,false
Acción Preferente GHI-4635,MILA,2024-08,Mixto,0.0765,0.0793,0.0367,0.0644,0.0410,0.0018,0.0122,0.0338,0.0056,0.0422,0.0047,0.5518,129361,true
Warrant GHI-4636,BVC,2024-09,Renta Fija,0.0396,0.0271,0.0264,0.0641,0.0775,0.0748,0.0561,0.0822,0.0555,0.1128,0.0704,0.2635,96717,false
ADR GHI-4637,COLCAP,2024-10,Renta Variable,0.0545,0.0727,0.0114,0.0446,0.0357,0.0393,0.0352,0.0232,0.0382,0.1412,0.1390,0.3150,193243,false
REIT GHI-4638,BVLIMA,2024-11,Derivados,0.0468,0.0794,0.0037,0.0650,0.0802,0.0587,0.0565,0.0642,0.0318,0.0992,0.0945,0.2700,96915,true
Fondo Indexado GHI-4639,MILA,2024-12,Estructurado,0.0679,0.0736,0.0382,0.0591,0.0166,0.0789,0.0925,0.0680,0.0441,0.1126,0.0382,0.2603,152885,false
Acción JKL-4640,BVC,2024-Q1,Dividendos,0.0712,0.0160,0.0207,0.0269,0.0958,0.0517,0.0422,0.0805,0.0862,0.0669,0.1415,0.2504,175282,false
Bono Corporativo JKL-4641,COLCAP,2024-Q2,Intereses,0.0319,0.0664,0.0380,0.0129,0.0881,0.0541,0.0142,0.0667,0.0794,0.0135,0.0568,0.4280,159032,true
ETF JKL-4642,BVLIMA,2024-Q3,Capital,0.0245,0.0459,0.0640,0.0826,0.0855,0.0154,0.0965,0.0947,0.0273,0.1321,0.0169,0.2646,88472,false
Fondo Mutuo JKL-4643,MILA,2024-Q4,Mixto,0.0606,0.0380,0.0452,0.0397,0.0533,0.0273,0.0610,0.1233,0.0533,0.0694,0.1261,0.2528,149715,false
Bono Gobierno JKL-4644,BVC,2023-Q1,Renta Fija,0.0654,0.0001,0.0139,0.0305,0.0441,0.0035,0.1287,0.0081,0.0133,0.0548,0.0243,0.5633,84626,true
Acción Preferente JKL-4645,COLCAP,2023-Q2,Renta Variable,0.0494,0.0343,0.0652,0.0605,0.0912,0.0218,0.0013,0.0697,0.0453,0.1041,0.0614,0.3458,99711,false
Warrant JKL-4646,BVLIMA,2023-Q3,Derivados,0.0656,0.0217,0.0249,0.0137,0.0098,0.0318,0.0440,0.0795,0.0444,0.0588,0.1292,0.4266,113786,false
ADR JKL-4647,MILA,2023-Q4,Estructurado,0.0757,0.0340,0.0015,0.0069,0.0689,0.0919,0.0917,0.0793,0.0162,0.1041,0.1324,0.2474,135995,true
REIT JKL-4648,BVC,2024-01,Dividendos,0.0397,0.0807,0.0708,0.0028,0.0491,0.0703,0.0056,0.0723,0.0810,0.1168,0.1095,0.2514,159267,false
Fondo Indexado JKL-4649,COLCAP,2024-02,Intereses,0.0125,0.0222,0.0194,0.0951,0.0471,0.0111,0.0838,0.0417,0.0642,0.1039,0.0933,0.3557,187820,false
Acción MNO-4650,BVLIMA,2024-03,Capital,0.0041,0.0261,0.0192,0.0478,0.0231,0.0314,0.0777,0.0158,0.1274,0.1162,0.0677,0.3935,60657,true
Bono Corporativo MNO-4651,MILA,2024-04,Mixto,0.0562,0.0039,0.0724,0.0884,0.0198,0.0509,0.0945,0.0738,0.0657,0.1360,0.1344,0.1540,24030,false
ETF MNO-4652,BVC,2024-05,Renta Fija,0.0064,0.0131,0.0864,0.0856,0.0608,0.0570,0.0834,0.0250,0.0122,0.0009,0.1338,0.3854,35759,false
Fondo Mutuo MNO-4653,COLCAP,2024-06,Renta Variable,0.0534,0.0768,0.0670,0.0804,0.0167,0.0021,0.1002,0.0373,0.1036,0.0534,0.0347,0.3244,155454,true
Bono Gobierno MNO-4654,BVLIMA,2024-07,Derivados,0.0365,0.0455,0.0215,0.0829,0.0156,0.0726,0.0389,0.1048,0.0202,0.1053,0.0178,0.3884,183418,false
Acción Preferente MNO-4655,MILA,2024-08,Estructurado,0.0096,0.0434,0.0597,0.0756,0.0216,0.0360,0.0960,0.0505,0.0774,0.0400,0.1416,0.2986,43461,false
Warrant MNO-4656,BVC,2024-09,Dividendos,0.0707,0.0665,0.0501,0.0009,0.0136,0.0153,0.0559,0.0228,0.1217,0.0490,0.0171,0.4664,128847,true
ADR MNO-4657,COLCAP,2024-10,Intereses,0.0781,0.0389,0.0290,0.0067,0.0698,0.0851,0.0099,0.0266,0.0843,0.1112,0.0228,0.3876,91098,false
REIT MNO-4658,BVLIMA,2024-11,Capital,0.0773,0.0510,0.0261,0.0251,0.0373,0.0816,0.0562,0.0575,0.1213,0.0541,0.1430,0.2195,136565,false
Fondo Indexado MNO-4659,MILA,2024-12,Mixto,0.0061,0.0378,0.0365,0.0641,0.0835,0.0850,0.0443,0.0461,0.1129,0.1210,0.1226,0.1901,55192,true
Acción PQR-4660,BVC,2024-Q1,Renta Fija,0.0572,0.0388,0.0467,0.0088,0.0467,0.0889,0.1002,0.0332,0.1271,0.0541,0.0935,0.2548,173920,false
Bono Corporativo PQR-4661,COLCAP,2024-Q2,Renta Variable,0.0006,0.0486,0.0239,0.0786,0.0792,0.0994,0.0158,0.0049,0.1411,0.0712,0.0348,0.3519,72904,false
ETF PQR-4662,BVLIMA,2024-Q3,Derivados,0.0216,0.0272,0.0900,0.0224,0.0534,0.0690,0.0318,0.0821,0.0951,0.1443,0.1325,0.1806,27597,true
Fondo Mutuo PQR-4663,MILA,2024-Q4,Estructurado,0.0180,0.0379,0.0312,0.0109,0.0060,0.1202,0.0507,0.0816,0.1212,0.1069,0.0345,0.3309,159653,false
Bono Gobierno PQR-4664,BVC,2023-Q1,Dividendos,0.0180,0.0057,0.0804,0.0129,0.0675,0.0965,0.0413,0.0121,0.0981,0.1147,0.0664,0.3364,107149,false
Acción Preferente PQR-4665,COLCAP,2023-Q2,Intereses,0.0590,0.0496,0.0803,0.0635,0.0156,0.0791,0.0902,0.0609,0.0618,0.0650,0.0053,0.3197,140014,true
Warrant PQR-4666,BVLIMA,2023-Q3,Capital,0.0268,0.0028,0.0417,0.0585,0.0928,0.0052,0.0320,0.0466,0.1446,0.0269,0.0633,0.4088,18592,false
ADR PQR-4667,MILA,2023-Q4,Mixto,0.0124,0.0409,0.0276,0.0778,0.0535,0.0074,0.0406,0.0412,0.1488,0.0824,0.1257,0.2917,141625,false
REIT PQR-4668,BVC,2024-01,Renta Fija,0.0396,0.0191,0.0050,0.0069,0.0765,0.0767,0.0950,0.1028,0.0914,0.0806,0.0323,0.3241,112940,true
Fondo Indexado PQR-4669,COLCAP,2024-02,Renta Variable,0.0733,0.0744,0.0565,0.0085,0.0047,0.0814,0.1078,0.0314,0.0014,0.1267,0.1058,0.2781,164324,false
Acción STU-4670,BVLIMA,2024-03,Derivados,0.0710,0.0245,0.0180,0.0299,0.0791,0.0166,0.0385,0.1081,0.1188,0.0776,0.0678,0.3001,162875,false
Bono Corporativo STU-4671,MILA,2024-04,Estructurado,0.0044,0.0470,0.0347,0.0253,0.0881,0.0906,0.0030,0.1271,0.0118,0.0014,0.0470,0.4696,12271,true
ETF STU-4672,BVC,2024-05,Dividendos,0.0018,0.0520,0.0141,0.0484,0.0094,0.1012,0.0948,0.0592,0.1166,0.1102,0.0010,0.3413,187466,false
Fondo Mutuo STU-4673,COLCAP,2024-06,Intereses,0.0564,0.0199,0.0734,0.0446,0.0542,0.0993,0.0025,0.0529,0.0438,0.1469,0.0283,0.3278,181075,false
Bono Gobierno STU-4674,BVLIMA,2024-07,Capital,0.0590,0.0312,0.0055,0.0595,0.0156,0.0712,0.0285,0.1124,0.0780,0.0766,0.1034,0.3091,175550,true
Acción Preferente STU-4675,MILA,2024-08,Mixto,0.0043,0.0805,0.0746,0.0732,0.0797,0.0839,0.0190,0.0356,0.0291,0.0974,0.0304,0.3423,67480,false
Warrant STU-4676,BVC,2024-09,Renta Fija,0.0079,0.0708,0.0827,0.0444,0.0567,0.0067,0.0188,0.0168,0.0131,0.1215,0.1122,0.3984,177053,false
ADR STU-4677,COLCAP,2024-10,Renta Variable,0.0366,0.0809,0.0034,0.0256,0.0496,0.0929,0.1084,0.0305,0.1037,0.0245,0.0668,0.3271,197760,true
REIT STU-4678,BVLIMA,2024-11,Derivados,0.0502,0.0421,0.0542,0.0646,0.0175,0.0653,0.0002,0.0741,0.0629,0.1220,0.1422,0.2547,120348,false
Fondo Indexado STU-4679,MILA,2024-12,Estructurado,0.0285,0.0022,0.0579,0.0904,0.0622,0.0553,0.0247,0.1127,0.0912,0.0784,0.1020,0.2445,21402,false
Acción VWX-4680,BVC,2024-Q1,Dividendos,0.0130,0.0004,0.0711,0.0515,0.0804,0.0032,0.0006,0.1154,0.0591,0.0547,0.0654,0.4352,131411,true
Bono Corporativo VWX-4681,COLCAP,2024-Q2,Intereses,0.0167,0.0090,0.0476,0.0660,0.0966,0.0862,0.0648,0.0534,0.0855,0.1105,0.1234,0.1903,152290,false
ETF VWX-4682,BVLIMA,2024-Q3,Capital,0.0046,0.0410,0.0441,0.0325,0.0645,0.1014,0.0824,0.0046,0.0870,0.0041,0.0847,0.3991,131208,false
Fondo Mutuo VWX-4683,MILA,2024-Q4,Mixto,0.0140,0.0403,0.0743,0.0094,0.0238,0.0405,0.0932,0.0079,0.0595,0.1359,0.0843,0.3669,35725,true
Bono Gobierno VWX-4684,BVC,2023-Q1,Renta Fija,0.0492,0.0606,0.0591,0.0736,0.0132,0.0318,0.0577,0.0969,0.0782,0.1058,0.1362,0.1877,102809,false
Acción Preferente VWX-4685,COLCAP,2023-Q2,Renta Variable,0.0496,0.0810,0.0091,0.0619,0.0091,0.0129,0.1101,0.0236,0.0908,0.1403,0.0352,0.3264,57275,false
Warrant VWX-4686,BVLIMA,2023-Q3,Derivados,0.0520,0.0661,0.0240,0.0404,0.0296,0.0199,0.0465,0.0975,0.0552,0.1018,0.0348,0.3822,89130,true
ADR VWX-4687,MILA,2023-Q4,Estructurado,0.0025,0.0237,0.0192,0.0176,0.0098,0.0543,0.1086,0.0575,0.0178,0.0657,0.1060,0.4673,32898,false
REIT VWX-4688,BVC,2024-01,Dividendos,0.0447,0.0554,0.0687,0.0659,0.0484,0.0898,0.0369,0.0868,0.1124,0.0543,0.0009,0.2858,154002,false
Fondo Indexado VWX-4689,COLCAP,2024-02,Intereses,0.0084,0.0518,0.0866,0.0632,0.0262,0.0245,0.0776,0.0328,0.1084,0.1280,0.1239,0.2186,170333,true
Acción YZA-4690,BVLIMA,2024-03,Capital,0.0303,0.0574,0.0579,0.0023,0.0429,0.0860,0.0391,0.0209,0.0731,0.0074,0.0076,0.5251,154207,false
Bono Corporativo YZA-4691,MILA,2024-04,Mixto,0.0171,0.0374,0.0152,0.0473,0.0966,0.0748,0.0400,0.0354,0.0209,0.0200,0.0665,0.4788,12899,false
ETF YZA-4692,BVC,2024-05,Renta Fija,0.0718,0.0464,0.0524,0.0054,0.0555,0.0390,0.1003,0.0198,0.0201,0.1423,0.0992,0.2978,45519,true
Fondo Mutuo YZA-4693,COLCAP,2024-06,Renta Variable,0.0109,0.0156,0.0398,0.0389,0.0711,0.0395,0.0416,0.1087,0.1433,0.0988,0.0710,0.2708,17660,false
Bono Gobierno YZA-4694,BVLIMA,2024-07,Derivados,0.0508,0.0520,0.0646,0.0303,0.0922,0.0667,0.0116,0.0607,0.0304,0.0850,0.0009,0.4048,190655,false
Acción Preferente YZA-4695,MILA,2024-08,Estructurado,0.0051,0.0768,0.0281,0.0840,0.0931,0.0896,0.0146,0.0779,0.0608,0.1357,0.0729,0.2114,36355,true
Warrant YZA-4696,BVC,2024-09,Dividendos,0.0315,0.0250,0.0694,0.0764,0.0680,0.0099,0.0732,0.0759,0.1175,0.1302,0.1312,0.1418,137991,false
ADR YZA-4697,COLCAP,2024-10,Intereses,0.0050,0.0227,0.0627,0.0880,0.0176,0.0383,0.0567,0.1068,0.0100,0.0908,0.0771,0.3743,91403,false
REIT YZA-4698,BVLIMA,2024-11,Capital,0.0502,0.0427,0.0062,0.0532,0.0156,0.0442,0.0754,0.0334,0.0868,0.1140,0.0309,0.3974,38559,true
Fondo Indexado YZA-4699,MILA,2024-12,Mixto,0.0687,0.0649,0.0403,0.0513,0.0664,0.0790,0.0219,0.0843,0.1000,0.0365,0.1339,0.2028,182251,false
Acción BCD-4700,BVC,2024-Q1,Renta Fija,0.0274,0.0706,0.0623,0.0794,0.0410,0.0746,0.0087,0.0061,0.1100,0.0890,0.0920,0.2889,34350,false
Bono Corporativo BCD-4701,COLCAP,2024-Q2,Renta Variable,0.0356,0.0792,0.0587,0.0093,0.0369,0.0171,0.0344,0.0282,0.0405,0.0634,0.1105,0.4362,126643,true
ETF BCD-4702,BVLIMA,2024-Q3,Derivados,0.0139,0.0004,0.0299,0.0581,0.0585,0.0664,0.0323,0.0568,0.0748,0.0479,0.0373,0.4737,123529,false
Fondo Mutuo BCD-4703,MILA,2024-Q4,Estructurado,0.0032,0.0481,0.0088,0.0764,0.0130,0.0311,0.0203,0.0135,0.0692,0.0677,0.0543,0.5444,127597,false
Bono Gobierno BCD-4704,BVC,2023-Q1,Dividendos,0.0230,0.0475,0.0151,0.0391,0.0026,0.1129,0.0601,0.0720,0.0757,0.1180,0.0440,0.3400,124319,true
Acción Preferente BCD-4705,COLCAP,2023-Q2,Intereses,0.0167,0.0705,0.0255,0.0704,0.0412,0.0360,0.0104,0.1311,0.1080,0.1354,0.0334,0.2714,20768,false
Warrant BCD-4706,BVLIMA,2023-Q3,Capital,0.0613,0.0124,0.0316,0.0081,0.0259,0.0851,0.0999,0.1108,0.0395,0.1072,0.1110,0.2572,110620,false
ADR BCD-4707,MILA,2023-Q4,Mixto,0.0448,0.0532,0.0273,0.0195,0.0697,0.0713,0.0130,0.0282,0.1308,0.1452,0.0016,0.3454,24555,true
REIT BCD-4708,BVC,2024-01,Renta Fija,0.0025,0.0226,0.0061,0.0224,0.0501,0.0674,0.1185,0.1314,0.0956,0.0501,0.0014,0.3819,92829,false
Fondo Indexado BCD-4709,COLCAP,2024-02,Renta Variable,0.0114,0.0492,0.0098,0.0887,0.0655,0.0744,0.0043,0.1161,0.1060,0.0221,0.0843,0.3182,52932,false
Acción EFG-4710,BVLIMA,2024-03,Derivados,0.0468,0.0070,0.0434,0.0801,0.0682,0.0228,0.0968,0.0775,0.0859,0.0418,0.0250,0.3547,195765,true
Bono Corporativo EFG-4711,MILA,2024-04,Estructurado,0.0285,0.0710,0.0043,0.0771,0.0579,0.0523,0.0445,0.0409,0.0850,0.0055,0.0842,0.3988,89428,false
ETF EFG-4712,BVC,2024-05,Dividendos,0.0427,0.0618,0.0051,0.0473,0.0952,0.0446,0.0306,0.0018,0.1182,0.0862,0.0721,0.3444,99121,false
Fondo Mutuo EFG-4713,COLCAP,2024-06,Intereses,0.0301,0.0728,0.0356,0.0041,0.0671,0.0174,0.0131,0.0102,0.1336,0.0701,0.1403,0.3556,167954,true
Bono Gobierno EFG-4714,BVLIMA,2024-07,Capital,0.0450,0.0657,0.0405,0.0194,0.0904,0.0362,0.0964,0.0296,0.0833,0.0275,0.0811,0.3349,109871,false
Acción Preferente EFG-4715,MILA,2024-08,Mixto,0.0290,0.0744,0.0618,0.0092,0.0314,0.0445,0.0155,0.0253,0.1299,0.0307,0.1401,0.3582,36673,false
Warrant EFG-4716,BVC,2024-09,Renta Fija,0.0659,0.0452,0.0527,0.0369,0.0917,0.0841,0.0173,0.0617,0.0757,0.1103,0.1394,0.1691,144160,true
ADR EFG-4717,COLCAP,2024-10,Renta Variable,0.0358,0.0502,0.0752,0.0387,0.0420,0.1009,0.0300,0.0627,0.0863,0.0506,0.1254,0.2522,126115,false
REIT EFG-4718,BVLIMA,2024-11,Derivados,0.0128,0.0515,0.0009,0.0710,0.0812,0.0371,0.0754,0.0804,0.1045,0.0823,0.0014,0.3515,58338,false
Fondo Indexado EFG-4719,MILA,2024-12,Estructurado,0.0506,0.0035,0.0280,0.0022,0.0790,0.0791,0.0618,0.0399,0.0585,0.1108,0.0335,0.4031,151624,true
Acción HIJ-4720,BVC,2024-Q1,Dividendos,0.0130,0.0629,0.0719,0.0879,0.0742,0.0009,0.0508,0.0589,0.1124,0.0985,0.0303,0.2883,157290,false
Bono Corporativo HIJ-4721,COLCAP,2024-Q2,Intereses,0.0700,0.0062,0.0615,0.0050,0.0110,0.0921,0.0248,0.0961,0.0569,0.1148,0.1212,0.2904,38279,false
ETF HIJ-4722,BVLIMA,2024-Q3,Capital,0.0465,0.0746,0.0381,0.0016,0.0623,0.0923,0.0055,0.0652,0.0984,0.0292,0.0712,0.3651,17531,true
Fondo Mutuo HIJ-4723,MILA,2024-Q4,Mixto,0.0254,0.0431,0.0246,0.0357,0.0299,0.0996,0.0286,0.1109,0.0814,0.0255,0.1328,0.3125,43584,false
Bono Gobierno HIJ-4724,BVC,2023-Q1,Renta Fija,0.0667,0.0014,0.0595,0.0664,0.0549,0.0535,0.0060,0.0304,0.0891,0.0086,0.1139,0.3996,110507,false
Acción Preferente HIJ-4725,COLCAP,2023-Q2,Renta Variable,0.0135,0.0650,0.0404,0.0753,0.0061,0.0323,0.1097,0.1023,0.0561,0.1052,0.0153,0.3288,28877,true
Warrant HIJ-4726,BVLIMA,2023-Q3,Derivados,0.0509,0.0807,0.0288,0.0630,0.0715,0.0570,0.0476,0.0442,0.1163,0.0155,0.0706,0.3039,20347,false
ADR HIJ-4727,MILA,2023-Q4,Estructurado,0.0711,0.0527,0.0440,0.0094,0.0547,0.0369,0.1029,0.0530,0.0006,0.0681,0.0594,0.3972,130032,false
REIT HIJ-4728,BVC,2024-01,Dividendos,0.0114,0.0160,0.0905,0.0638,0.0084,0.0283,0.0329,0.0207,0.1195,0.0681,0.0644,0.4260,59002,true
Fondo Indexado HIJ-4729,COLCAP,2024-02,Intereses,0.0163,0.0552,0.0259,0.0311,0.0143,0.0247,0.1246,0.0548,0.1359,0.0566,0.1388,0.2718,176795,false
Acción KLM-4730,BVLIMA,2024-03,Capital,0.0690,0.0646,0.0400,0.0053,0.0150,0.0999,0.0393,0.0707,0.1198,0.1228,0.1020,0.2016,34255,false
Bono Corporativo KLM-4731,MILA,2024-04,Mixto,0.0060,0.0778,0.0246,0.0836,0.0291,0.0866,0.0672,0.0676,0.0486,0.1078,0.0699,0.2812,23255,true
ETF KLM-4732,BVC,2024-05,Renta Fija,0.0441,0.0643,0.0583,0.0263,0.0135,0.0949,0.0272,0.0473,0.1002,0.1195,0.0337,0.3207,113380,false
Fondo Mutuo KLM-4733,COLCAP,2024-06,Renta Variable,0.0506,0.0548,0.0359,0.0095,0.0258,0.0506,0.0247,0.0219,0.1266,0.1409,0.0346,0.3741,44512,false
Bono Gobierno KLM-4734,BVLIMA,2024-07,Derivados,0.0302,0.0430,0.0619,0.0687,0.0525,0.0405,0.0172,0.0424,0.1117,0.0876,0.1270,0.2673,108282,true
Acción Preferente KLM-4735,MILA,2024-08,Estructurado,0.0128,0.0464,0.0684,0.0455,0.0913,0.0746,0.0764,0.0861,0.0154,0.0140,0.0158,0.4033,166740,false
Warrant KLM-4736,BVC,2024-09,Dividendos,0.0764,0.0362,0.0630,0.0514,0.0303,0.0130,0.0418,0.0411,0.1113,0.0049,0.0217,0.4589,94190,false
ADR KLM-4737,COLCAP,2024-10,Intereses,0.0550,0.0375,0.0669,0.0332,0.0596,0.0709,0.0942,0.0477,0.0628,0.0097,0.1070,0.3055,111853,true
REIT KLM-4738,BVLIMA,2024-11,Capital,0.0230,0.0320,0.0613,0.0810,0.0041,0.0398,0.0004,0.0703,0.0461,0.0333,0.1326,0.4261,144416,false
Fondo Indexado KLM-4739,MILA,2024-12,Mixto,0.0595,0.0210,0.0612,0.0717,0.0111,0.0934,0.0278,0.0370,0.1117,0.1279,0.1109,0.2168,39629,false
Acción NOP-4740,BVC,2024-Q1,Renta Fija,0.0064,0.0322,0.0192,0.0645,0.0235,0.0175,0.0273,0.1022,0.0363,0.1260,0.1406,0.3543,184336,true
Bono Corporativo NOP-4741,COLCAP,2024-Q2,Renta Variable,0.0509,0.0425,0.0571,0.0527,0.0928,0.0391,0.0868,0.0916,0.0285,0.0572,0.0363,0.3145,188773,false
ETF NOP-4742,BVLIMA,2024-Q3,Derivados,0.0695,0.0230,0.0053,0.0873,0.0007,0.0376,0.0874,0.0217,0.0435,0.0078,0.1026,0.4636,164076,false
Fondo Mutuo NOP-4743,MILA,2024-Q4,Estructurado,0.0072,0.0611,0.0108,0.0945,0.0877,0.0057,0.0631,0.0305,0.1238,0.0854,0.1245,0.2557,161115,true
Bono Gobierno NOP-4744,BVC,2023-Q1,Dividendos,0.0090,0.0252,0.0513,0.0610,0.0486,0.0013,0.0544,0.0974,0.0155,0.1264,0.0630,0.3969,12066,false
Acción Preferente NOP-4745,COLCAP,2023-Q2,Intereses,0.0463,0.0386,0.0547,0.0252,0.0114,0.0881,0.0859,0.0915,0.0233,0.0079,0.0071,0.4700,87987,false
Warrant NOP-4746,BVLIMA,2023-Q3,Capital,0.0488,0.0517,0.0224,0.0611,0.0295,0.0930,0.0707,0.0781,0.0896,0.0982,0.1305,0.1764,143626,true
ADR NOP-4747,MILA,2023-Q4,Mixto,0.0487,0.0049,0.0409,0.0900,0.0542,0.0818,0.0904,0.0591,0.0669,0.0887,0.0847,0.2397,130127,false
REIT NOP-4748,BVC,2024-01,Renta Fija,0.0554,0.0662,0.0715,0.0285,0.0613,0.0064,0.1052,0.0642,0.0179,0.1082,0.1163,0.2489,150702,false
Fondo Indexado NOP-4749,COLCAP,2024-02,Renta Variable,0.0247,0.0188,0.0785,0.0795,0.0144,0.0746,0.0092,0.0622,0.1260,0.0501,0.1330,0.2790,46855,true
Acción QRS-4750,BVLIMA,2024-03,Derivados,0.0349,0.0066,0.0302,0.0477,0.0740,0.0604,0.0371,0.0106,0.0933,0.1459,0.0642,0.3451,86680,false
Bono Corporativo QRS-4751,MILA,2024-04,Estructurado,0.0344,0.0147,0.0614,0.0260,0.0627,0.0960,0.0541,0.0223,0.0492,0.0237,0.0406,0.4649,168908,false
ETF QRS-4752,BVC,2024-05,Dividendos,0.0557,0.0776,0.0331,0.0679,0.0682,0.0003,0.0223,0.1210,0.0558,0.0584,0.0939,0.2958,176057,true
Fondo Mutuo QRS-4753,COLCAP,2024-06,Intereses,0.0263,0.0258,0.0276,0.0303,0.0182,0.1060,0.0523,0.1242,0.0055,0.0556,0.1341,0.3441,149259,false
Bono Gobierno QRS-4754,BVLIMA,2024-07,Capital,0.0466,0.0583,0.0490,0.0612,0.0645,0.0106,0.0693,0.0897,0.0471,0.1491,0.1103,0.1943,17184,false
Acción Preferente QRS-4755,MILA,2024-08,Mixto,0.0080,0.0065,0.0094,0.0217,0.0147,0.0967,0.0538,0.0112,0.0837,0.1441,0.0623,0.4379,104306,true
Warrant QRS-4756,BVC,2024-09,Renta Fija,0.0448,0.0188,0.0596,0.0560,0.0653,0.0241,0.0102,0.0418,0.1234,0.1130,0.0951,0.2979,142025,false
ADR QRS-4757,COLCAP,2024-10,Renta Variable,0.0130,0.0343,0.0880,0.0899,0.0662,0.0143,0.1069,0.0667,0.0754,0.0024,0.0952,0.2977,153644,false
REIT QRS-4758,BVLIMA,2024-11,Derivados,0.0621,0.0013,0.0540,0.0737,0.0108,0.0081,0.0519,0.0844,0.1323,0.1459,0.1406,0.1849,135432,true
Fondo Indexado QRS-4759,MILA,2024-12,Estructurado,0.0404,0.0253,0.0121,0.0453,0.0938,0.1022,0.0881,0.0931,0.0715,0.1212,0.0925,0.1645,147153,false
Acción TUV-4760,BVC,2024-Q1,Dividendos,0.0752,0.0371,0.0556,0.0215,0.0128,0.0229,0.0581,0.1173,0.1029,0.0152,0.0365,0.3949,83235,false
Bono Corporativo TUV-4761,COLCAP,2024-Q2,Intereses,0.0740,0.0532,0.0024,0.0883,0.0487,0.0319,0.0705,0.0158,0.0334,0.0769,0.1285,0.3264,168246,true
ETF TUV-4762,BVLIMA,2024-Q3,Capital,0.0359,0.0391,0.0132,0.0507,0.0288,0.0776,0.0983,0.0818,0.0548,0.0907,0.1312,0.2479,139818,false
Fondo Mutuo TUV-4763,MILA,2024-Q4,Mixto,0.0595,0.0649,0.0065,0.0440,0.0357,0.0097,0.0290,0.0865,0.0555,0.0370,0.0704,0.4513,93049,false
Bono Gobierno TUV-4764,BVC,2023-Q1,Renta Fija,0.0095,0.0269,0.0061,0.0619,0.0057,0.0115,0.1162,0.1291,0.0111,0.0166,0.0988,0.4566,75734,true
Acción Preferente TUV-4765,COLCAP,2023-Q2,Renta Variable,0.0506,0.0450,0.0022,0.0308,0.0663,0.0414,0.1156,0.0535,0.0137,0.0599,0.1159,0.3551,134925,false
Warrant TUV-4766,BVLIMA,2023-Q3,Derivados,0.0091,0.0711,0.0306,0.0781,0.0890,0.0429,0.0443,0.0755,0.0145,0.1354,0.1234,0.2361,136891,false
ADR TUV-4767,MILA,2023-Q4,Estructurado,0.0543,0.0001,0.0615,0.0188,0.0547,0.0041,0.0188,0.0467,0.1044,0.0682,0.0208,0.4976,54661,true
REIT TUV-4768,BVC,2024-01,Dividendos,0.0032,0.0055,0.0068,0.0953,0.0139,0.0455,0.0530,0.0554,0.0799,0.1179,0.1374,0.3362,105520,false
Fondo Indexado TUV-4769,COLCAP,2024-02,Intereses,0.0616,0.0210,0.0352,0.0252,0.0094,0.0460,0.1160,0.0141,0.0471,0.0253,0.0148,0.5343,174803,false
Acción WXY-4770,BVLIMA,2024-03,Capital,0.0331,0.0316,0.0043,0.0401,0.0158,0.0258,0.0456,0.1215,0.0111,0.1308,0.0098,0.4805,149393,true
Bono Corporativo WXY-4771,MILA,2024-04,Mixto,0.0503,0.0503,0.0213,0.0457,0.0789,0.0183,0.1140,0.0246,0.0640,0.0192,0.0548,0.4086,128722,false
ETF WXY-4772,BVC,2024-05,Renta Fija,0.0016,0.0028,0.0423,0.0720,0.0436,0.0714,0.0251,0.1169,0.1007,0.0443,0.1350,0.2943,130830,false
Fondo Mutuo WXY-4773,COLCAP,2024-06,Renta Variable,0.0016,0.0406,0.0304,0.0081,0.0333,0.1082,0.1152,0.0180,0.0500,0.0854,0.0418,0.4174,137261,true
